date,phase,model,target,seed,dockq_abag,global_iptm,pair_iptm_abag,success,notes
2026-07-04,Benchmark,Protenix,9XF9,4,0.003,0.535,0.185,False,DockQ(Ab-Ag) A-H 0.003 / A-L 0.003; pair ipTM 0.19-0.19; interfaces=3; MSA=protenix
2026-07-06,Benchmark,AF2-Multimer,10ZO,2,0.856,0.76,,True,rank1 model2; DockQ(Ab-Ag) B-A 0.856; pair ipTM NA(AF2-M); ptm 0.85; mean pLDDT 93.3
2026-07-06,Benchmark,AF2-Multimer,10ZO,1,0.334,0.27,,True,rank2 model1; DockQ(Ab-Ag) B-A 0.334; pair ipTM NA(AF2-M); ptm 0.67; mean pLDDT 76.0
2026-07-06,Benchmark,AF2-Multimer,10ZO,3,0.129,0.23,,False,rank3 model3; DockQ(Ab-Ag) B-A 0.129; pair ipTM NA(AF2-M); ptm 0.64; mean pLDDT 77.6
2026-07-06,Benchmark,AF2-Multimer,10ZO,5,0.206,0.18,,False,rank4 model5; DockQ(Ab-Ag) B-A 0.206; pair ipTM NA(AF2-M); ptm 0.63; mean pLDDT 67.8
2026-07-06,Benchmark,AF2-Multimer,10ZO,4,0.114,0.17,,False,rank5 model4; DockQ(Ab-Ag) B-A 0.114; pair ipTM NA(AF2-M); ptm 0.63; mean pLDDT 69.8
2026-07-06,Benchmark,AF2-Multimer,9OBN,3,0.615,0.86,,True,rank1 model3; DockQ(Ab-Ag) A-E 0.615; pair ipTM NA(AF2-M); ptm 0.87; mean pLDDT 88.9
2026-07-06,Benchmark,AF2-Multimer,9OBN,4,0.591,0.8,,True,rank2 model4; DockQ(Ab-Ag) A-E 0.591; pair ipTM NA(AF2-M); ptm 0.8; mean pLDDT 81.5
2026-07-06,Benchmark,AF2-Multimer,9OBN,1,0.68,0.77,,True,rank3 model1; DockQ(Ab-Ag) A-E 0.680; pair ipTM NA(AF2-M); ptm 0.81; mean pLDDT 82.1
2026-07-06,Benchmark,AF2-Multimer,9OBN,2,0.015,0.18,,False,rank4 model2; DockQ(Ab-Ag) A-E 0.015; pair ipTM NA(AF2-M); ptm 0.52; mean pLDDT 72.9
2026-07-06,Benchmark,AF2-Multimer,9OBN,5,0.015,0.15,,False,rank5 model5; DockQ(Ab-Ag) A-E 0.015; pair ipTM NA(AF2-M); ptm 0.51; mean pLDDT 70.0
2026-07-06,Benchmark,AF2-Multimer,9Y0A,3,0.047,0.68,,False,rank1 model3; DockQ(Ab-Ag) C-A 0.048 / C-B 0.047; pair ipTM NA(AF2-M); ptm 0.74; mean pLDDT 89.4
2026-07-06,Benchmark,AF2-Multimer,9Y0A,5,0.019,0.57,,False,rank2 model5; DockQ(Ab-Ag) C-A 0.023 / C-B 0.019; pair ipTM NA(AF2-M); ptm 0.66; mean pLDDT 87.6
2026-07-06,Benchmark,AF2-Multimer,9Y0A,4,0.021,0.57,,False,rank3 model4; DockQ(Ab-Ag) C-A 0.024 / C-B 0.021; pair ipTM NA(AF2-M); ptm 0.65; mean pLDDT 88.0
2026-07-06,Benchmark,AF2-Multimer,9Y0A,1,0.036,0.55,,False,rank4 model1; DockQ(Ab-Ag) C-A 0.036 / C-B 0.036; pair ipTM NA(AF2-M); ptm 0.64; mean pLDDT 86.6
2026-07-06,Benchmark,AF2-Multimer,9Y0A,2,0.069,0.53,,False,rank5 model2; DockQ(Ab-Ag) C-A 0.076 / C-B 0.069; pair ipTM NA(AF2-M); ptm 0.62; mean pLDDT 87.4
2026-07-06,Benchmark,AF2-Multimer,9K6J,3,0.025,0.77,,False,rank1 model3; DockQ(Ab-Ag) C-A 0.047 / C-B 0.025; pair ipTM NA(AF2-M); ptm 0.81; mean pLDDT 90.4
2026-07-06,Benchmark,AF2-Multimer,9K6J,5,0.024,0.73,,False,rank2 model5; DockQ(Ab-Ag) C-A 0.042 / C-B 0.024; pair ipTM NA(AF2-M); ptm 0.78; mean pLDDT 89.4
2026-07-06,Benchmark,AF2-Multimer,9K6J,4,0.023,0.71,,False,rank3 model4; DockQ(Ab-Ag) C-A 0.041 / C-B 0.023; pair ipTM NA(AF2-M); ptm 0.78; mean pLDDT 90.1
2026-07-06,Benchmark,AF2-Multimer,9K6J,1,0.023,0.66,,False,rank4 model1; DockQ(Ab-Ag) C-A 0.041 / C-B 0.023; pair ipTM NA(AF2-M); ptm 0.74; mean pLDDT 89.6
2026-07-06,Benchmark,AF2-Multimer,9K6J,2,0.024,0.66,,False,rank5 model2; DockQ(Ab-Ag) C-A 0.046 / C-B 0.024; pair ipTM NA(AF2-M); ptm 0.73; mean pLDDT 89.7
2026-07-06,Benchmark,AF2-Multimer,9XF9,5,0.232,0.55,,True,rank1 model5; DockQ(Ab-Ag) A-H 0.232 / A-L 0.233; pair ipTM NA(AF2-M); ptm 0.67; mean pLDDT 89.3
2026-07-06,Benchmark,AF2-Multimer,9XF9,2,0.127,0.53,,False,rank2 model2; DockQ(Ab-Ag) A-H 0.210 / A-L 0.127; pair ipTM NA(AF2-M); ptm 0.65; mean pLDDT 88.1
2026-07-06,Benchmark,AF2-Multimer,9XF9,4,0.174,0.53,,False,rank3 model4; DockQ(Ab-Ag) A-H 0.188 / A-L 0.174; pair ipTM NA(AF2-M); ptm 0.65; mean pLDDT 88.4
2026-07-06,Benchmark,AF2-Multimer,9XF9,3,0.199,0.53,,False,rank4 model3; DockQ(Ab-Ag) A-H 0.202 / A-L 0.199; pair ipTM NA(AF2-M); ptm 0.65; mean pLDDT 89.3
2026-07-06,Benchmark,AF2-Multimer,9XF9,1,0.033,0.5,,False,rank5 model1; DockQ(Ab-Ag) A-H 0.033 / A-L 0.051; pair ipTM NA(AF2-M); ptm 0.64; mean pLDDT 88.5
2026-07-06,Benchmark,tFold-Ag,10ZO,42,0.548,0.708,,True,seed42; DockQ(Ab-Ag) B-A 0.548; pair ipTM NA(tFold global만); ptm 0.8343; lDDT-Ca 0.8845; antigen lDDT 0.8277; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,10ZO,43,0.632,0.698,,True,seed43; DockQ(Ab-Ag) B-A 0.632; pair ipTM NA(tFold global만); ptm 0.831; lDDT-Ca 0.8877; antigen lDDT 0.8338; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,10ZO,44,0.535,0.73,,True,seed44; DockQ(Ab-Ag) B-A 0.535; pair ipTM NA(tFold global만); ptm 0.8442; lDDT-Ca 0.8879; antigen lDDT 0.8328; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,10ZO,45,0.587,0.684,,True,seed45; DockQ(Ab-Ag) B-A 0.587; pair ipTM NA(tFold global만); ptm 0.8249; lDDT-Ca 0.8849; antigen lDDT 0.8276; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,10ZO,46,0.585,0.725,,True,seed46; DockQ(Ab-Ag) B-A 0.585; pair ipTM NA(tFold global만); ptm 0.8421; lDDT-Ca 0.8902; antigen lDDT 0.8382; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9OBN,42,0.027,0.233,,False,seed42; DockQ(Ab-Ag) A-E 0.027; pair ipTM NA(tFold global만); ptm 0.5664; lDDT-Ca 0.6416; antigen lDDT 0.4006; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9OBN,43,0.038,0.265,,False,seed43; DockQ(Ab-Ag) A-E 0.038; pair ipTM NA(tFold global만); ptm 0.5815; lDDT-Ca 0.6848; antigen lDDT 0.4837; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9OBN,44,0.038,0.231,,False,seed44; DockQ(Ab-Ag) A-E 0.038; pair ipTM NA(tFold global만); ptm 0.5611; lDDT-Ca 0.6612; antigen lDDT 0.4486; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9OBN,45,0.026,0.301,,False,seed45; DockQ(Ab-Ag) A-E 0.026; pair ipTM NA(tFold global만); ptm 0.6026; lDDT-Ca 0.6811; antigen lDDT 0.4771; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9OBN,46,0.067,0.228,,False,seed46; DockQ(Ab-Ag) A-E 0.067; pair ipTM NA(tFold global만); ptm 0.5578; lDDT-Ca 0.7056; antigen lDDT 0.5317; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9Y0A,42,0.033,0.185,,False,seed42; DockQ(Ab-Ag) C-A 0.046 / C-B 0.033; pair ipTM NA(tFold global만); ptm 0.6869; lDDT-Ca 0.8765; antigen lDDT 0.8285; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9Y0A,43,0.043,0.204,,False,seed43; DockQ(Ab-Ag) C-A 0.054 / C-B 0.043; pair ipTM NA(tFold global만); ptm 0.6908; lDDT-Ca 0.8782; antigen lDDT 0.8324; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9Y0A,44,0.036,0.192,,False,seed44; DockQ(Ab-Ag) C-A 0.056 / C-B 0.036; pair ipTM NA(tFold global만); ptm 0.687; lDDT-Ca 0.8737; antigen lDDT 0.8168; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9Y0A,45,0.031,0.196,,False,seed45; DockQ(Ab-Ag) C-A 0.032 / C-B 0.031; pair ipTM NA(tFold global만); ptm 0.6884; lDDT-Ca 0.8823; antigen lDDT 0.851; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9Y0A,46,0.06,0.201,,False,seed46; DockQ(Ab-Ag) C-A 0.060 / C-B 0.069; pair ipTM NA(tFold global만); ptm 0.6898; lDDT-Ca 0.8868; antigen lDDT 0.8629; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9K6J,42,0.089,0.194,,False,seed42; DockQ(Ab-Ag) C-A 0.118 / C-B 0.089; pair ipTM NA(tFold global만); ptm 0.685; lDDT-Ca 0.9012; antigen lDDT 0.8872; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9K6J,43,0.491,0.284,,True,seed43; DockQ(Ab-Ag) C-A 0.531 / C-B 0.491; pair ipTM NA(tFold global만); ptm 0.7159; lDDT-Ca 0.9065; antigen lDDT 0.9036; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9K6J,44,0.321,0.239,,True,seed44; DockQ(Ab-Ag) C-A 0.437 / C-B 0.321; pair ipTM NA(tFold global만); ptm 0.6977; lDDT-Ca 0.9047; antigen lDDT 0.8996; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9K6J,45,0.288,0.231,,True,seed45; DockQ(Ab-Ag) C-A 0.303 / C-B 0.288; pair ipTM NA(tFold global만); ptm 0.6964; lDDT-Ca 0.9014; antigen lDDT 0.8894; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9K6J,46,0.134,0.191,,False,seed46; DockQ(Ab-Ag) C-A 0.227 / C-B 0.134; pair ipTM NA(tFold global만); ptm 0.6838; lDDT-Ca 0.8978; antigen lDDT 0.8772; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9XF9,42,0.003,0.17,,False,seed42; DockQ(Ab-Ag) A-H 0.010 / A-L 0.003; pair ipTM NA(tFold global만); ptm 0.6253; lDDT-Ca 0.8558; antigen lDDT 0.7967; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9XF9,43,0.003,0.167,,False,seed43; DockQ(Ab-Ag) A-H 0.010 / A-L 0.003; pair ipTM NA(tFold global만); ptm 0.6256; lDDT-Ca 0.8545; antigen lDDT 0.8019; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9XF9,44,0.003,0.186,,False,seed44; DockQ(Ab-Ag) A-H 0.010 / A-L 0.003; pair ipTM NA(tFold global만); ptm 0.6283; lDDT-Ca 0.8626; antigen lDDT 0.817; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9XF9,45,0.004,0.175,,False,seed45; DockQ(Ab-Ag) A-H 0.010 / A-L 0.004; pair ipTM NA(tFold global만); ptm 0.6243; lDDT-Ca 0.8474; antigen lDDT 0.7795; MSA=항체free/항원only
2026-07-06,Benchmark,tFold-Ag,9XF9,46,0.003,0.178,,False,seed46; DockQ(Ab-Ag) A-H 0.010 / A-L 0.003; pair ipTM NA(tFold global만); ptm 0.6263; lDDT-Ca 0.8445; antigen lDDT 0.7686; MSA=항체free/항원only
2026-07-06,Benchmark,Chai-1-noMSA,10ZO,0,0.078,0.15,0.117,False,DockQ(Ab-Ag) B-A 0.078; pair ipTM 0.12-0.15; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,10ZO,1,0.07,0.155,0.121,False,DockQ(Ab-Ag) B-A 0.070; pair ipTM 0.12-0.15; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,10ZO,2,0.06,0.156,0.125,False,DockQ(Ab-Ag) B-A 0.060; pair ipTM 0.12-0.16; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,10ZO,3,0.059,0.155,0.124,False,DockQ(Ab-Ag) B-A 0.059; pair ipTM 0.12-0.15; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,10ZO,4,0.06,0.157,0.125,False,DockQ(Ab-Ag) B-A 0.060; pair ipTM 0.13-0.16; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,9OBN,0,0.677,0.774,0.734,True,DockQ(Ab-Ag) A-E 0.677; pair ipTM 0.73-0.77; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,9OBN,1,0.676,0.772,0.735,True,DockQ(Ab-Ag) A-E 0.676; pair ipTM 0.74-0.77; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,9OBN,2,0.684,0.774,0.737,True,DockQ(Ab-Ag) A-E 0.684; pair ipTM 0.74-0.77; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,9OBN,3,0.7,0.775,0.737,True,DockQ(Ab-Ag) A-E 0.700; pair ipTM 0.74-0.77; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,9OBN,4,0.622,0.774,0.735,True,DockQ(Ab-Ag) A-E 0.622; pair ipTM 0.73-0.77; interfaces=1
2026-07-06,Benchmark,Chai-1-noMSA,9Y0A,0,0.059,0.567,0.122,False,DockQ(Ab-Ag) C-A 0.078 / C-B 0.059; pair ipTM 0.12-0.16; interfaces=3
